EnglishDate,NepaliDate,Max,Min,Wind,Rain,Humidity,Cloud,Pressure
26/10/2011,9/7/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
26/10/2012,10/7/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
26/10/2013,9/7/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
26/10/2014,9/7/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
26/10/2015,9/7/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
26/10/2016,10/7/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
26/10/2017,9/7/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
26/10/2018,9/7/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
26/10/2019,9/7/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
26/10/2020,10/7/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
26/10/2021,9/7/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
26/10/2022,9/7/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
26/10/2023,9/7/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
27/10/2009,10/7/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
27/10/2010,10/7/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
27/10/2011,10/7/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
27/10/2012,11/7/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
27/10/2013,10/7/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
27/10/2014,10/7/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
27/10/2015,10/7/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
27/10/2016,11/7/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
27/10/2017,10/7/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
27/10/2018,10/7/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
27/10/2019,10/7/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
27/10/2020,11/7/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
27/10/2021,10/7/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
27/10/2022,10/7/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
27/10/2023,10/7/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
28/10/2009,11/7/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
28/10/2010,11/7/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
28/10/2011,11/7/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
28/10/2012,12/7/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
28/10/2013,11/7/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
28/10/2014,11/7/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
28/10/2015,11/7/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
28/10/2016,12/7/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
28/10/2017,11/7/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
28/10/2018,11/7/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
28/10/2019,11/7/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
28/10/2020,12/7/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
28/10/2021,11/7/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
28/10/2022,11/7/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
28/10/2023,11/7/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
29/10/2009,12/7/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
29/10/2010,12/7/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
29/10/2011,12/7/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
29/10/2012,13/07/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
29/10/2013,12/7/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
29/10/2014,12/7/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
29/10/2015,12/7/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
29/10/2016,13/07/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
29/10/2017,12/7/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
29/10/2018,12/7/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
29/10/2019,12/7/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
29/10/2020,13/07/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
29/10/2021,12/7/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
29/10/2022,12/7/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
29/10/2023,12/7/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
30/10/2009,13/07/2066,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
30/10/2010,13/07/2067,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
30/10/2011,13/07/2068,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
30/10/2012,14/07/2069,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
30/10/2013,13/07/2070,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
30/10/2014,13/07/2071,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
30/10/2015,13/07/2072,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
30/10/2016,14/07/2073,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
30/10/2017,13/07/2074,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
30/10/2018,13/07/2075,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
30/10/2019,13/07/2076,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
30/10/2020,14/07/2077,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
30/10/2021,13/07/2078,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
30/10/2022,13/07/2079,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
30/10/2023,13/07/2080,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
1/1/2009,17/09/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
1/1/2010,17/09/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
1/1/2011,17/09/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
1/1/2012,17/09/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
1/1/2013,17/09/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
1/1/2014,17/09/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
1/1/2015,17/09/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
1/1/2016,17/09/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
1/1/2017,17/09/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
1/1/2018,17/09/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
1/1/2019,17/09/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
1/1/2020,16/09/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
1/1/2021,17/09/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
1/1/2022,17/09/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
1/1/2023,17/09/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
2/1/2009,18/09/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
2/1/2010,18/09/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
2/1/2011,18/09/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
2/1/2012,18/09/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
2/1/2013,18/09/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
2/1/2014,18/09/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
2/1/2015,18/09/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
2/1/2016,18/09/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
2/1/2017,18/09/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
2/1/2018,18/09/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
2/1/2019,18/09/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
2/1/2020,17/09/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
2/1/2021,18/09/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
2/1/2022,18/09/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
2/1/2023,18/09/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
3/1/2009,19/09/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
3/1/2010,19/09/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
3/1/2011,19/09/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
3/1/2012,19/09/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
3/1/2013,19/09/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
3/1/2014,19/09/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
3/1/2015,19/09/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
3/1/2016,19/09/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
3/1/2017,19/09/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
3/1/2018,19/09/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
3/1/2019,19/09/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
3/1/2020,18/09/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
3/1/2021,19/09/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
3/1/2022,19/09/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
3/1/2023,19/09/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
4/1/2009,20/09/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
4/1/2010,20/09/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
4/1/2011,20/09/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
4/1/2012,20/09/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
4/1/2013,20/09/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
4/1/2014,20/09/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
4/1/2015,20/09/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
4/1/2016,20/09/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
4/1/2017,20/09/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
4/1/2018,20/09/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
4/1/2019,20/09/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
4/1/2020,19/09/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
4/1/2021,20/09/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
4/1/2022,20/09/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
4/1/2023,20/09/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
5/1/2009,21/09/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
5/1/2010,21/09/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
5/1/2011,21/09/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
5/1/2012,21/09/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
5/1/2013,21/09/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
5/1/2014,21/09/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
5/1/2015,21/09/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
5/1/2016,21/09/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
5/1/2017,21/09/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
5/1/2018,21/09/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
5/1/2019,21/09/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
5/1/2020,20/09/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
5/1/2021,21/09/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
5/1/2022,21/09/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
5/1/2023,21/09/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
6/1/2009,22/09/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
6/1/2010,22/09/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
6/1/2011,22/09/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
6/1/2012,22/09/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
6/1/2013,22/09/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
6/1/2014,22/09/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
6/1/2015,22/09/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
6/1/2016,22/09/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
6/1/2017,22/09/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
6/1/2018,22/09/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
6/1/2019,22/09/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
6/1/2020,21/09/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
6/1/2021,22/09/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
6/1/2022,22/09/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
6/1/2023,22/09/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
7/1/2009,23/09/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
7/1/2010,23/09/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
7/1/2011,23/09/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
7/1/2012,23/09/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
7/1/2013,23/09/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
7/1/2014,23/09/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
7/1/2015,23/09/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
7/1/2016,23/09/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
7/1/2017,23/09/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
7/1/2018,23/09/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
7/1/2019,23/09/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
7/1/2020,22/09/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
7/1/2021,23/09/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
7/1/2022,23/09/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
7/1/2023,23/09/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
8/1/2009,24/09/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
8/1/2010,24/09/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
8/1/2011,24/09/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
8/1/2012,24/09/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
8/1/2013,24/09/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
8/1/2014,24/09/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
8/1/2015,24/09/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
8/1/2016,24/09/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
8/1/2017,24/09/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
8/1/2018,24/09/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
8/1/2019,24/09/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
8/1/2020,23/09/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
8/1/2021,24/09/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
8/1/2022,24/09/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
8/1/2023,24/09/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
9/1/2009,25/09/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
9/1/2010,25/09/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
9/1/2011,25/09/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
9/1/2012,25/09/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
9/1/2013,25/09/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
9/1/2014,25/09/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
9/1/2015,25/09/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
9/1/2016,25/09/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
9/1/2017,25/09/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
9/1/2018,25/09/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
9/1/2019,25/09/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
9/1/2020,24/09/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
9/1/2021,25/09/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
9/1/2022,25/09/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
9/1/2023,25/09/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
10/1/2009,26/09/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
10/1/2010,26/09/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
10/1/2011,26/09/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
10/1/2012,26/09/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
10/1/2013,26/09/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
10/1/2014,26/09/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
10/1/2015,26/09/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
10/1/2016,26/09/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
10/1/2017,26/09/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
10/1/2018,26/09/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
10/1/2019,26/09/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
10/1/2020,25/09/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
10/1/2021,26/09/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
10/1/2022,26/09/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
10/1/2023,26/09/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
11/1/2009,27/09/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
11/1/2010,27/09/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
11/1/2011,27/09/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
11/1/2012,27/09/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
11/1/2013,27/09/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
11/1/2014,27/09/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
11/1/2015,27/09/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
11/1/2016,27/09/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
11/1/2017,27/09/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
11/1/2018,27/09/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
11/1/2019,27/09/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
11/1/2020,26/09/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
11/1/2021,27/09/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
11/1/2022,27/09/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
11/1/2023,27/09/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
12/1/2009,28/09/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
12/1/2010,28/09/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
12/1/2011,28/09/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
12/1/2012,28/09/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
12/1/2013,28/09/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
12/1/2014,28/09/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
12/1/2015,28/09/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
12/1/2016,28/09/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
12/1/2017,28/09/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
12/1/2018,28/09/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
12/1/2019,28/09/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
12/1/2020,27/09/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
12/1/2021,28/09/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
12/1/2022,28/09/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
12/1/2023,28/09/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
13/01/2009,29/09/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
13/01/2010,29/09/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
13/01/2011,29/09/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
13/01/2012,29/09/2068,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
13/01/2013,29/09/2069,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
13/01/2014,29/09/2070,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
13/01/2015,29/09/2071,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
13/01/2016,29/09/2072,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
13/01/2017,29/09/2073,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
13/01/2018,29/09/2074,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
13/01/2019,29/09/2075,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
13/01/2020,28/09/2076,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
13/01/2021,29/09/2077,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
13/01/2022,29/09/2078,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
13/01/2023,29/09/2079,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
14/01/2009,1/10/2065,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
14/01/2010,30/09/2066,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
14/01/2011,30/09/2067,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
